City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,arar,30.9753,41.0381,278.16,24,0,0.0,SA,1734417955
366,porto novo,6.4965,2.6036,299.05,80,89,1.63,BJ,1734417957
367,sitka,57.0531,-135.33,274.09,60,40,2.06,US,1734417958
368,nishinoomote,30.7333,131.0,288.46,58,75,7.72,JP,1734417959
369,baise city,23.8997,106.6133,292.97,37,0,2.47,CN,1734417960
370,paracuru,-3.41,-39.0306,299.52,81,44,6.31,BR,1734417961
371,luba,3.4568,8.5547,300.28,79,100,0.82,GQ,1734417964
372,tyuratam,45.6507,63.3156,270.67,64,100,6.95,KZ,1734417965
373,xinyuan,37.3,99.0,268.69,31,100,3.05,CN,1734417966
374,gobabis,-22.45,18.9667,300.82,17,13,4.2,NA,1734417967
375,el alto,-4.2714,-81.2147,292.51,79,84,5.37,PE,1734417971
376,arawa,-6.2132,155.5367,300.45,89,100,0.5,PG,1734417972
377,kondagaon,19.6,81.6667,301.55,21,83,0.26,IN,1734417973
378,kirishi,59.4471,32.0205,265.38,85,100,2.62,RU,1734417975
379,whangarei,-35.7317,174.3239,290.45,71,58,3.74,NZ,1734417977
380,santa elena,-2.2333,-80.85,295.33,81,100,3.73,EC,1734417978
381,cherepanovo,54.2222,83.381,257.92,93,79,4.42,RU,1734417979
382,awjilah,29.1081,21.2869,286.33,52,0,2.97,LY,1734417980
383,zapolyarnyy,69.4154,30.8136,256.95,89,100,1.16,RU,1734417981
384,loiza,18.4313,-65.8802,295.97,92,40,2.57,PR,1734417982
385,lazaro cardenas,17.9583,-102.2,298.87,83,100,1.56,MX,1734417984
386,conselheiro pena,-19.1722,-41.4722,294.88,90,100,2.16,BR,1734417985
387,rayne,30.2349,-92.2685,289.81,94,100,3.65,US,1734417986
388,sisimiut,66.9395,-53.6735,264.74,88,100,11.22,GL,1734417988
389,berdyansk,46.7503,36.7944,278.8,86,100,8.62,UA,1734417989
390,quezon,7.7303,125.0989,296.66,85,100,2.24,PH,1734417990
391,kloulklubed,7.0419,134.2556,300.65,82,100,6.63,PW,1734417991
392,isoka,-10.1606,32.6335,299.8,51,100,2.78,ZM,1734417992
393,waterville,44.552,-69.6317,276.97,99,100,3.6,US,1734417749
394,buka,40.8108,69.1986,277.1,17,8,0.94,UZ,1734417995
395,salinopolis,-0.6136,-47.3561,300.1,81,72,5.3,BR,1734417996
396,nishon tumani,38.694,65.6751,274.29,69,0,2.06,UZ,1734417997
397,salekhard,66.53,66.6019,253.12,98,100,2.9,RU,1734417998
398,tra vinh,9.9347,106.3453,304.61,52,2,1.59,VN,1734417999
399,klaksvik,62.2266,-6.589,279.18,75,100,5.17,FO,1734418000
400,moussoro,13.6408,16.4901,291.87,21,97,5.75,TD,1734418002
401,preobrazheniye,42.9019,133.9064,264.85,42,46,2.73,RU,1734418003
402,paros,37.0833,25.15,285.25,66,20,6.17,GR,1734418004
403,cill airne,52.05,-9.5167,283.5,95,100,4.64,IE,1734418005
404,howard springs,-12.497,131.047,305.83,75,100,5.72,AU,1734418006
405,lodwar,3.1191,35.5973,304.88,34,22,8.45,KE,1734418007
406,valdivia,-39.8142,-73.2459,286.2,86,100,1.02,CL,1734418009
407,papao,-17.75,-149.55,299.63,74,69,3.6,PF,1734418010
408,hadibu,12.65,54.0333,298.07,63,51,9.16,YE,1734418011
409,la ronge,55.1001,-105.2842,257.27,72,100,4.63,CA,1734418012
410,tazacorte,28.629,-17.9293,295.45,24,0,7.2,ES,1734418014
411,plettenberg bay,-34.0527,23.3716,293.37,51,76,4.08,ZA,1734418015
412,mangrol,21.1167,70.1167,299.69,29,94,3.9,IN,1734418016
413,afaahiti,-17.75,-149.2833,299.09,80,70,4.55,PF,1734418017
414,savanna-la-mar,18.219,-78.1332,297.0,92,5,1.23,JM,1734418018
415,hassi messaoud,31.6804,6.0729,278.07,70,0,1.03,DZ,1734418019
416,okha,53.5739,142.9478,268.61,90,100,10.47,RU,1734418020
417,tandil,-37.3217,-59.1332,282.46,94,79,2.15,AR,1734417773
418,puerto madero,14.7208,-92.4215,297.28,83,19,2.2,MX,1734418023
419,sinabang,2.4803,96.3801,302.67,70,66,0.82,ID,1734418024
420,ma'ili,21.4219,-158.1803,295.84,81,40,1.54,US,1734418025
421,kandahar,31.0,65.75,279.15,25,0,2.98,AF,1734418026
422,mugia,43.1041,-9.2179,287.85,65,100,12.05,ES,1734418028
423,imbituba,-28.24,-48.6703,290.4,89,35,4.64,BR,1734418029
424,arteche,12.2645,125.4048,298.45,91,100,5.2,PH,1734418030
425,lib,8.3122,167.3766,300.79,86,90,10.88,MH,1734418031
426,novodvinsk,64.4165,40.8122,249.01,94,100,2.66,RU,1734418032
427,makushino,55.2103,67.2442,265.94,79,100,9.79,RU,1734418034
428,palamos,41.8484,3.1291,281.46,76,7,4.54,ES,1734418035
429,ilhabela,-23.7781,-45.3581,294.94,80,0,1.92,BR,1734418036
430,askale,39.9208,40.695,265.14,96,50,1.81,TR,1734418037
431,arenapolis,-14.4503,-56.8461,294.65,95,89,1.29,BR,1734418038
432,ta`u,-14.2336,-169.5144,301.36,74,43,4.47,AS,1734418040
433,rajpur,22.3,74.35,299.59,18,5,2.43,IN,1734418041
434,port-vila,-17.7338,168.3219,300.19,78,94,2.4,VU,1734418042
435,ust'-kut,56.7938,105.7672,266.0,93,100,2.59,RU,1734418043
436,mazamari,-11.3258,-74.5308,293.29,96,100,0.78,PE,1734418044
437,ulladulla,-35.35,150.4667,292.97,73,100,6.47,AU,1734418045
438,tolanaro,-25.0319,46.9987,305.19,45,0,4.12,MG,1734418047
439,aldinga beach,-35.2793,138.4604,295.19,48,0,7.72,AU,1734418048
440,sovetskaya gavan',48.9723,140.2878,259.63,68,100,5.96,RU,1734418049
441,krupki,54.3178,29.1358,276.12,91,98,7.29,BY,1734418050
442,bongor,10.2806,15.3722,294.76,17,97,4.18,TD,1734418051
443,ust-nera,64.5667,143.2,240.87,97,53,0.91,RU,1734418052
444,atasu,48.6814,71.6433,261.95,79,100,3.73,KZ,1734418054
445,grand falls-windsor,48.9332,-55.6649,269.54,86,15,3.41,CA,1734418056
446,kamyanyets,52.4001,23.81,280.89,85,100,12.24,BY,1734418057
447,bocaiuva,-17.1078,-43.815,293.89,96,100,1.36,BR,1734418058
448,sambava,-14.2667,50.1667,299.47,71,100,4.24,MG,1734418060
449,floro,61.5996,5.0328,278.13,75,75,3.6,NO,1734418061
450,skidel',53.5904,24.2478,279.23,93,75,6.0,BY,1734418062
451,aripuana,-9.1667,-60.6333,294.96,100,100,0.75,BR,1734418063
452,mana,5.6592,-53.7767,297.9,91,94,3.55,GF,1734418064
453,caazapa,-26.15,-56.4,289.52,81,0,0.99,PY,1734418066
454,torghay,49.6339,63.4981,268.29,74,100,8.88,KZ,1734418067
455,general villegas,-35.0328,-63.0125,288.69,39,3,3.81,AR,1734418068
456,ugoofaaru,5.6667,73.0,299.96,80,79,3.81,MV,1734418069
457,viqueque,-8.8673,126.3658,303.74,68,62,2.68,TL,1734418070
458,pestovo,58.5938,35.8024,265.51,86,100,4.68,RU,1734418071
459,cooper's town,26.8667,-77.5167,297.39,81,1,9.72,BS,1734418073
460,comodoro rivadavia,-45.8667,-67.5,288.07,88,0,1.03,AR,1734418074
461,bondo,3.8146,23.6866,301.57,36,100,0.69,CD,1734418076
462,reuleuet,5.2167,96.2833,301.57,80,56,2.5,ID,1734418077
463,francisco sa,-16.4758,-43.4883,293.56,93,100,2.71,BR,1734418080
464,ust'-ilimsk,58.0006,102.6619,261.14,95,96,1.98,RU,1734418081
465,calaca,13.9833,120.8167,297.46,85,100,4.51,PH,1734418082
466,chaah,2.249,103.048,303.38,67,98,2.78,MY,1734418083
467,mvomero,-6.25,38.6667,300.77,78,100,2.05,TZ,1734418084
468,itapirapua,-15.8233,-50.6133,295.06,93,82,1.3,BR,1734418085
469,angra do heroismo,38.65,-27.2167,290.49,67,20,8.74,PT,1734418087
470,villa regina,-39.1,-67.0667,297.58,20,39,0.45,AR,1734418088
471,ivins,37.1686,-113.6794,275.77,29,78,1.45,US,1734418089
472,dareda,-4.2167,35.55,292.9,76,100,3.58,TZ,1734418090
473,kaga bandoro,6.9896,19.1874,299.74,20,68,2.25,CF,1734418091
474,berdigestyakh,62.0989,126.6992,250.92,98,100,1.42,RU,1734418092
475,fort st. john,56.2499,-120.8529,252.09,77,100,4.63,CA,1734418094
476,acarau,-2.8856,-40.12,299.52,81,74,6.74,BR,1734418095
477,parauna,-16.9478,-50.4486,294.0,84,100,0.91,BR,1734418096
478,hilo,19.7297,-155.09,294.79,99,100,2.24,US,1734418097
479,sao jose da coroa grande,-8.8978,-35.1478,298.45,84,64,3.02,BR,1734418098
480,khalkhal,37.6189,48.5258,273.14,47,7,3.58,IR,1734418100
481,aljezur,37.3191,-8.8033,286.9,85,98,7.54,PT,1734418101
482,laiwu,36.1928,117.6569,278.33,33,1,5.08,CN,1734418102
483,santa marta,11.2408,-74.199,299.18,72,0,2.24,CO,1734418103
484,ketchikan,55.3422,-131.6461,270.56,72,98,2.24,US,1734418104
485,vityazevo,44.9931,37.2719,282.38,76,75,6.0,RU,1734418105
486,novo aripuana,-5.1206,-60.3797,295.93,99,100,1.45,BR,1734418108
487,port alfred,-33.5906,26.891,293.25,79,95,0.45,ZA,1734418109
488,bandar abbas,27.1865,56.2808,292.14,20,1,3.09,IR,1734418110
489,kirakira,-10.4544,161.9205,301.61,77,100,1.75,SB,1734418111
490,shchyolkino,45.4291,35.8223,281.89,79,100,8.15,UA,1734418112
491,oltinko'l,40.8011,72.1634,272.42,51,0,1.01,UZ,1734418114
492,touba,8.2833,-7.6833,290.93,25,32,1.08,CI,1734418115
493,richards bay,-28.783,32.0377,299.65,67,44,2.1,ZA,1734418116
494,regeneracao,-6.2378,-42.6883,296.86,62,100,1.06,BR,1734418117
495,sangin,32.0728,64.8359,279.23,25,8,0.98,AF,1734418118
496,san luis de la loma,17.2706,-100.8939,297.29,82,69,1.94,MX,1734418119
497,sangmelima,2.9333,11.9833,296.09,82,100,1.26,CM,1734418121
498,sao gabriel da cachoeira,-0.1303,-67.0892,296.21,98,93,1.13,BR,1734418122
499,sal rei,16.1833,-22.9167,297.61,78,100,7.33,CV,1734418123
500,pionerskiy,54.9508,20.2275,281.06,83,6,14.02,RU,1734418124
501,malvik,63.4333,10.6833,273.95,93,75,13.38,NO,1734418126
502,hailar,49.2,119.7,253.49,89,0,2.11,CN,1734418128
503,el sauzal de rodriguez,31.9,-116.6833,285.12,63,0,1.15,MX,1734418129
504,iquique,-20.2208,-70.1431,292.15,81,100,1.43,CL,1734418130
505,chaozhou,23.6651,116.6379,294.07,27,0,1.41,CN,1734418131
506,tindouf,27.6711,-8.1474,282.4,46,96,9.26,DZ,1734418132
507,nemuro,43.3236,145.575,270.15,45,15,1.75,JP,1734418133
508,suva,-18.1416,178.4415,300.86,74,40,2.57,FJ,1734417955
509,vimperk,49.0586,13.7829,276.64,99,100,3.95,CZ,1734418136
510,anahuac,27.2333,-100.15,294.77,75,100,1.51,MX,1734418137
511,kolonia town,6.964,158.206,301.15,83,100,2.57,FM,1734418138
512,cam ranh,11.9214,109.1591,301.13,61,20,8.23,VN,1734418139
513,vicente guerrero,19.1194,-98.1708,286.18,54,100,3.41,MX,1734418141
514,kasulu,-4.5767,30.1025,295.04,83,100,1.86,TZ,1734418142
515,dwarka,22.2394,68.9678,297.54,27,0,5.8,IN,1734418143
516,el negrito,15.3167,-87.7,293.93,98,20,1.08,HN,1734418144
517,laminusa,5.5549,120.9136,301.45,71,100,0.98,PH,1734418145
518,woolgoolga,-30.1106,153.2007,298.67,83,99,5.27,AU,1734418146
519,hammerfest,70.6634,23.6821,263.4,67,40,5.14,NO,1734418148
520,kuraymah,18.55,31.85,296.53,55,100,6.18,SD,1734418149
521,kargopol',61.5071,38.9456,259.6,93,100,3.52,RU,1734418150
522,norman,35.2226,-97.4395,281.33,55,2,2.34,US,1734418036
523,punta cana,18.5818,-68.4043,298.02,88,20,2.06,DO,1734418153
524,uturoa,-16.7333,-151.4333,300.49,78,97,2.94,PF,1734418155
525,laguna,38.421,-121.4238,280.13,93,20,1.54,US,1734418156
526,shindand,33.3029,62.1474,278.39,29,100,2.86,AF,1734418157
527,pitanga,-24.7572,-51.7614,284.94,79,0,1.35,BR,1734418158
528,trairi,-3.2778,-39.2689,299.21,80,57,5.82,BR,1734418160
529,ganghwa-gun,37.7472,126.4856,274.78,40,4,6.24,KR,1734418161
530,mirnyy,62.5353,113.9611,262.57,87,100,7.1,RU,1734418162
531,mrakovo,52.7161,56.6244,268.36,93,100,5.39,RU,1734418163
532,broken hill,-31.95,141.4333,303.62,14,0,9.88,AU,1734418164
533,song cau,13.45,109.2167,295.36,85,100,5.54,VN,1734418165
534,sumberpucung,-8.1586,112.4829,301.96,65,84,2.02,ID,1734418167
535,maryville,35.7565,-83.9705,284.74,97,100,1.54,US,1734418168
536,karratha,-20.7377,116.8463,306.14,56,100,6.45,AU,1734418169
537,port macquarie,-31.4333,152.9167,299.3,83,0,4.47,AU,1734418170
538,akrehamn,59.2667,5.1833,279.29,81,75,2.57,NO,1734418171
539,pindushi,62.9152,34.58,259.44,82,100,3.22,RU,1734418173
540,topolobampo,25.6,-109.05,289.14,82,0,4.27,MX,1734418174
541,tarko-sale,64.9225,77.785,258.46,95,100,9.28,RU,1734418175
542,ciudad lazaro cardenas,17.9583,-102.2,298.87,83,100,1.56,MX,1734418176
543,nguigmi,14.2495,13.1092,290.6,21,100,5.56,NE,1734418177
544,porbandar,21.6422,69.6093,300.14,17,0,1.54,IN,1734418178
545,borogontsy,62.6683,131.1683,232.2,100,40,1.18,RU,1734418179
546,mantyharju,61.4167,26.8833,261.9,98,100,0.99,FI,1734418181
547,daru,-9.0763,143.2092,301.57,77,99,3.76,PG,1734418182
548,haiku-pauwela,20.9219,-156.3051,293.8,82,14,2.68,US,1734418183
549,khandyga,62.6667,135.6,236.43,98,65,1.19,RU,1734418184
550,mo i rana,66.3128,14.1428,270.07,93,20,0.51,NO,1734418185
551,mozhaysk,55.5019,36.0272,271.43,84,95,6.76,RU,1734418187
552,bayganin,48.6947,55.8742,271.33,84,100,7.13,KZ,1734418188
553,vale de cambra,40.8497,-8.3939,281.93,65,96,1.69,PT,1734418189
554,revda,56.801,59.9303,268.31,85,100,3.64,RU,1734418190
555,sona,45.4388,10.8255,271.66,100,100,1.03,IT,1734418191
556,tortoli,39.9256,9.6572,284.05,46,0,6.17,IT,1734418193
557,abepura,-2.6333,140.5833,301.6,74,40,5.66,ID,1734418194
558,tonghae,37.5439,129.1069,275.83,30,0,5.69,KR,1734418195
559,thinadhoo,0.5333,72.9333,301.14,79,13,7.72,MV,1734418196
560,mto wa mbu,-3.35,35.85,299.47,53,65,3.36,TZ,1734418197
561,pochep,52.9336,33.4464,273.96,89,9,7.22,RU,1734418199
562,bull savanna,17.8868,-77.5902,296.14,85,1,3.95,JM,1734418200
563,ripley,53.0333,-1.4,277.69,92,100,2.65,GB,1734418201
564,springs,-26.25,28.4,296.2,38,100,6.84,ZA,1734418204
565,chui,-33.6971,-53.4616,288.16,90,0,1.92,UY,1734418206
566,gifford,27.6753,-80.4092,295.4,88,75,4.12,US,1734418207
567,torbat-e jam,35.244,60.6225,272.42,58,100,2.76,IR,1734418208
568,las khorey,11.1595,48.1967,299.03,56,5,5.79,SO,1734418210
